window,model,replicate,R0,pop_at_risk_M,beta_0,a_temp,a_rain,pop_frac,i0_frac
national_2013,climate,93,1.6175562711119464,1.1160276204858737,0.16175562711119465,0.3002811520382454,-0.15521744709520063,0.005936317130244009,0.004784085413572986
national_2013,climate,94,1.5802422754056367,1.7748278424495905,0.15802422754056367,0.27477131333343435,-0.11399853322273049,0.009440573630051014,0.0038540927294388877
national_2013,climate,95,1.563142646349458,0.7140812398290209,0.1563142646349458,0.22302332828158103,-0.1508923237384804,0.003798304467175643,0.0016089895705074333
national_2013,climate,96,1.6685354983488334,0.5918813941096934,0.16685354983488335,0.20324632497682873,-0.17247727856887887,0.0031483052878175186,0.00023201555496081162
national_2013,climate,97,1.5653641491457815,1.366070291077191,0.15653641491457815,0.2684612014042616,-0.17206019051581073,0.007266331335516974,0.004005763086072429
national_2013,climate,98,1.5705563711746153,0.8825435238567276,0.15705563711746154,0.21763613418817063,-0.0835599570809164,0.0046943804460464235,0.0011136582049481934
national_2013,climate,99,1.527477995734444,0.7422793533651749,0.1527477995734444,0.24473079143844556,-0.11364630404012777,0.003948294432793484,0.00450955797203066
national_2013,climate,100,1.6782916263651717,0.7228722055275729,0.16782916263651718,0.2064171080846469,-0.175333207517357,0.0038450649230190046,0.00031630371379533803
national_2013,climate,101,1.6338979784702024,0.7515069397601893,0.16338979784702024,0.19220716484005548,-0.13315607044770428,0.003997377339149943,0.0003966498522501834
national_2013,climate,102,1.6096992045436833,0.46358306493400003,0.16096992045436834,0.133246317529111,-0.1920260777507608,0.002465867366670213,9.560418002579938e-05
national_2013,climate,103,1.6494996809169102,0.5214538461496437,0.16494996809169102,0.14606751008322819,-0.1711394345007921,0.002773690671008743,9.709749040503457e-05
national_2013,climate,104,1.7142113376038335,0.5754364123123864,0.17142113376038334,0.19580621021640846,-0.1610320833874197,0.003060831980385034,8.717709463662053e-05
national_2013,climate,105,1.6392918863626318,0.8068536352111196,0.16392918863626318,0.2078425094458268,-0.1233214252582723,0.004291774655378296,0.0004029457448596486
national_2013,climate,106,1.6022798747219147,0.882903066151912,0.16022798747219147,0.19899723899479416,-0.12002242630373866,0.004696292905063362,0.0006153039232885472
national_2013,climate,107,1.5852092921391798,1.0834948569815728,0.15852092921391797,0.2617222247312925,-0.1560875910564423,0.005763270515859429,0.0024483025309119458
